Package Variant,Total Gadgets,Total Gadgets Introduced,Total Introduction Rate,ROP Gadgets,ROP Gadgets Introduced,ROP Introduction Rate,JOP Gadgets,JOP Gadgets Introduced,JOP Introduction Rate,COP Gadgets,COP Gadgets Introduced,COP Introduction Rate
original,2693, , ,567, , ,2126, , ,50
tree_from_bc,2664,2591,97.3%,713,651,91.3%,1951,1940,99.4%,39,36,92.3%
